Target relationship: chronotype_desync -> cluster
Model Formula: Formula(cluster ~ age + chronotype_desync + patient_chronotype + sex + sri + (1|id))

                        mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
1|id[2, 1748]         -0.156  0.639  -1.367    1.037      0.005    0.008  15154.846  6017.725  1.001
1|id[2, 1749]         -0.690  0.661  -1.925    0.572      0.005    0.009  16246.483  5176.179  1.001
1|id[2, 1750]         -0.575  0.653  -1.784    0.660      0.005    0.008  16518.079  5387.507  1.000
1|id[2, 1752]          0.666  0.577  -0.393    1.779      0.004    0.007  16919.564  6349.787  1.000
1|id[2, 1755]          0.180  0.711  -1.130    1.513      0.005    0.009  18443.084  5706.017  1.001
1|id[2, 1756]          0.355  0.642  -0.751    1.629      0.005    0.008  14893.343  6131.602  1.001
1|id[2, 1757]          0.600  0.626  -0.601    1.739      0.005    0.008  15307.250  5864.715  1.001
1|id[2, 1758]         -0.418  0.689  -1.741    0.832      0.006    0.009  15767.932  5209.059  1.001
1|id[2, 1759]          0.055  0.610  -1.100    1.169      0.005    0.008  14271.798  5394.508  1.000
1|id[2, 1761]         -0.276  0.644  -1.491    0.927      0.005    0.009  17441.741  5623.331  1.000
1|id[2, 1763]         -0.163  0.651  -1.316    1.138      0.005    0.009  14823.977  5049.332  1.000
1|id[2, 1764]          0.713  0.640  -0.492    1.937      0.005    0.009  15525.557  5725.765  1.002
1|id[2, 1765]         -0.459  0.680  -1.821    0.758      0.005    0.009  18331.845  5687.101  1.000
1|id[2, 1766]         -0.644  0.655  -1.853    0.618      0.005    0.009  15782.320  5797.331  1.001
1|id[2, 1767]         -0.236  0.639  -1.432    0.977      0.005    0.008  14384.192  5730.362  1.002
1|id[2, 1768]          0.253  0.621  -0.897    1.429      0.005    0.008  15650.320  5635.654  1.000
1|id[2, 1770]          0.530  0.620  -0.627    1.720      0.005    0.007  15610.756  6306.906  1.000
1|id[2, 1771]          0.291  0.608  -0.812    1.455      0.005    0.008  16798.663  5246.198  1.000
1|id[2, 1772]         -0.393  0.692  -1.705    0.872      0.005    0.009  17245.676  5818.221  1.000
1|id[2, 1773]         -0.586  0.663  -1.780    0.719      0.005    0.008  15962.691  6402.506  1.001
1|id[2, 1775]          0.449  0.606  -0.712    1.549      0.005    0.007  14188.641  6111.284  1.000
1|id[2, 1781]         -0.568  0.682  -1.859    0.732      0.006    0.009  15495.168  5332.539  1.000
1|id[2, 1788]          0.023  0.682  -1.264    1.299      0.005    0.009  18029.762  5719.404  1.002
1|id[2, 1791]          0.071  0.603  -1.115    1.141      0.005    0.008  16638.438  5538.639  1.001
1|id[2, 1800]         -0.641  0.662  -1.829    0.621      0.005    0.008  16612.931  5552.171  1.001
1|id[2, 1801]         -0.163  0.628  -1.380    0.973      0.005    0.008  14530.956  5690.994  1.001
1|id[2, 1802]          1.032  0.582  -0.056    2.159      0.005    0.007  16590.986  6109.137  1.001
1|id[2, 1803]          0.088  0.632  -1.115    1.299      0.005    0.008  16105.836  5812.091  1.001
1|id[2, 1804]          0.077  0.693  -1.239    1.382      0.006    0.010  14400.508  5396.976  1.000
1|id[2, 1805]         -0.943  0.634  -2.191    0.210      0.005    0.008  13498.671  5370.366  1.001
1|id[2, 1806]         -0.566  0.655  -1.794    0.658      0.006    0.008  14107.085  5267.442  1.001
1|id[2, 1808]         -0.566  0.690  -1.843    0.719      0.005    0.009  16486.929  5437.972  1.000
1|id[2, 1809]         -0.589  0.676  -1.841    0.678      0.006    0.009  14124.980  5051.551  1.002
1|id[2, 1810]          0.118  0.618  -1.072    1.241      0.005    0.008  15503.775  5747.336  1.001
1|id[2, 1811]         -0.255  0.624  -1.438    0.887      0.005    0.008  15223.415  5246.986  1.001
1|id[2, 1812]         -0.666  0.645  -1.932    0.496      0.005    0.009  15919.391  5380.258  1.001
1|id[2, 1813]          0.586  0.592  -0.539    1.683      0.005    0.007  14918.861  6115.392  1.000
1|id[2, 1814]          0.548  0.590  -0.547    1.659      0.005    0.007  13166.176  6213.002  1.000
1|id[2, 1815]          0.873  0.575  -0.184    1.930      0.005    0.007  15104.135  6168.825  1.000
1|id[2, 1816]         -0.359  0.630  -1.486    0.830      0.005    0.009  14966.997  5662.996  1.001
1|id[2, 1817]         -0.482  0.688  -1.785    0.788      0.005    0.009  16546.666  5840.225  1.002
1|id[2, 1818]          0.740  0.663  -0.432    2.026      0.005    0.008  14900.719  6103.849  1.000
1|id[2, 1820]          0.581  0.602  -0.509    1.771      0.005    0.008  14292.070  6178.625  1.000
1|id[2, 1821]         -0.428  0.714  -1.779    0.886      0.006    0.009  14823.134  5869.889  1.000
1|id[2, 1822]         -0.668  0.652  -1.919    0.492      0.006    0.009  13907.272  5349.439  1.001
1|id[2, 1823]          0.738  0.601  -0.409    1.865      0.005    0.007  14686.361  5983.990  1.000
1|id[2, 1824]         -0.597  0.643  -1.842    0.603      0.005    0.008  16846.466  6218.800  1.000
1|id[2, 1825]         -0.182  0.636  -1.456    0.941      0.005    0.009  14811.733  5702.447  1.002
1|id[2, 1826]         -0.427  0.706  -1.763    0.916      0.006    0.010  16397.547  5324.671  1.001
1|id[2, 1827]          0.210  0.626  -0.938    1.449      0.005    0.008  14628.561  5506.716  1.000
1|id[2, 1828]         -0.228  0.640  -1.499    0.909      0.005    0.009  16256.583  5303.954  1.000
1|id[2, 1829]         -0.136  0.645  -1.342    1.076      0.006    0.008  13002.718  6105.328  1.000
1|id[2, 1830]          0.468  0.619  -0.674    1.656      0.005    0.008  15304.563  5683.883  1.001
1|id[2, 1832]         -0.469  0.683  -1.798    0.778      0.005    0.008  15900.668  5778.612  1.001
1|id[2, 1833]         -0.399  0.705  -1.686    0.935      0.006    0.010  14024.968  4840.156  1.000
1|id[2, 1834]         -0.363  0.631  -1.555    0.823      0.005    0.008  14753.149  5789.611  1.000
1|id[2, 1835]          0.167  0.694  -1.153    1.433      0.006    0.009  14836.199  5969.447  1.002
1|id[2, 1836]         -0.446  0.687  -1.704    0.895      0.005    0.009  18425.697  5449.877  1.001
1|id[2, 1837]         -0.409  0.595  -1.501    0.727      0.005    0.008  15408.962  5542.424  1.000
1|id[2, 1838]          0.680  0.615  -0.523    1.797      0.005    0.008  15033.254  5465.326  1.000
1|id[2, 1840]         -0.666  0.654  -1.960    0.495      0.005    0.009  16753.311  5506.788  1.000
1|id[2, 1844]          0.735  0.615  -0.415    1.853      0.005    0.008  15901.081  5725.524  1.000
1|id[2, 1847]          0.266  0.624  -0.967    1.384      0.005    0.008  15083.198  5825.145  1.000
1|id[2, 1848]          0.112  0.633  -1.080    1.303      0.005    0.009  16827.698  5784.788  1.002
1|id[2, 1850]          0.100  0.687  -1.173    1.376      0.005    0.009  16617.753  5766.078  1.000
1|id[2, 1852]          0.061  0.691  -1.234    1.354      0.006    0.010  14183.687  5308.860  1.001
1|id[2, 1878]          1.551  0.586   0.448    2.653      0.005    0.007  14895.891  5921.035  1.000
1|id[2, 1879]          0.162  0.621  -0.964    1.366      0.005    0.008  17663.283  5202.739  1.002
1|id[2, 1880]         -0.506  0.680  -1.788    0.759      0.006    0.009  15244.918  5549.169  1.000
1|id[2, 1886]         -0.340  0.713  -1.687    1.021      0.006    0.009  15293.237  5647.066  1.001
1|id[2, 1887]          0.921  0.597  -0.216    2.043      0.005    0.007  14942.305  6165.920  1.000
1|id[2, 1890]         -0.230  0.635  -1.411    0.977      0.005    0.008  14005.437  5816.309  1.000
1|id[2, 1891]          0.470  0.615  -0.733    1.581      0.005    0.007  14484.075  5507.036  1.000
1|id[2, 1903]         -0.257  0.632  -1.416    0.944      0.005    0.008  16980.615  6128.034  1.001
1|id[2, 1906]         -0.659  0.646  -1.868    0.549      0.005    0.008  16506.032  5544.587  1.001
1|id[2, 1909]          0.054  0.596  -1.101    1.143      0.005    0.008  13900.107  5535.469  1.000
1|id[2, 1911]         -0.240  0.636  -1.465    0.924      0.005    0.008  14756.740  6350.012  1.001
1|id[2, 1914]         -0.184  0.752  -1.590    1.194      0.006    0.010  15069.336  5540.535  1.002
1|id[2, 1915]          0.471  0.605  -0.653    1.634      0.005    0.007  16153.583  6415.996  1.000
1|id[2, 1916]          0.424  0.604  -0.745    1.535      0.005    0.007  14899.039  5982.299  1.001
1|id[2, 1940]         -0.366  0.710  -1.660    1.005      0.006    0.009  12808.513  5736.239  1.001
1|id[2, 1942]          0.217  0.632  -1.000    1.386      0.005    0.008  15532.055  5746.317  1.001
1|id[2, 1947]         -0.120  0.654  -1.355    1.099      0.005    0.008  15985.237  5970.466  1.000
1|id[2, 1948]         -0.545  0.679  -1.806    0.723      0.006    0.010  15405.123  4840.167  1.001
1|id[2, 1950]          0.877  0.589  -0.238    1.993      0.005    0.007  14657.731  6703.050  1.000
1|id[2, 1955]          0.400  0.587  -0.677    1.496      0.005    0.007  16520.203  6466.239  1.000
1|id[2, 1956]         -0.035  0.600  -1.138    1.118      0.005    0.008  16247.780  5094.438  1.001
1|id[2, 1962]          0.454  0.660  -0.719    1.761      0.005    0.009  17428.909  5481.287  1.000
1|id[2, 1963]         -0.653  0.662  -1.858    0.619      0.005    0.009  15040.723  5509.919  1.000
1|id[2, 1975]         -0.540  0.688  -1.824    0.753      0.005    0.009  16062.753  5306.452  1.000
1|id[2, 1976]         -0.002  0.677  -1.341    1.215      0.006    0.008  14933.269  5994.563  1.000
1|id[2, 1977]         -0.215  0.604  -1.331    0.933      0.005    0.007  14979.541  6255.779  1.000
1|id[2, 1978]         -0.418  0.619  -1.538    0.755      0.005    0.008  16175.990  5327.354  1.000
1|id[2, 1980]          0.665  0.705  -0.665    1.974      0.005    0.010  16753.280  5481.324  1.001
1|id[2, 1983]          0.193  0.605  -0.975    1.276      0.005    0.008  14313.700  5494.228  1.001
1|id[2, 1984]          0.551  0.621  -0.611    1.734      0.005    0.009  15006.985  5425.241  1.000
1|id[2, 1986]         -0.176  0.755  -1.574    1.265      0.006    0.010  17582.934  5783.888  1.001
1|id[2, 1999]          0.682  0.608  -0.512    1.767      0.005    0.007  14025.484  5497.036  1.000
1|id[2, 2002]         -0.002  0.667  -1.218    1.296      0.005    0.008  16624.962  5917.104  1.001
1|id[2, 2003]         -0.686  0.665  -1.912    0.569      0.005    0.008  16096.819  6104.800  1.001
1|id[2, 2009]          0.394  0.588  -0.663    1.541      0.005    0.007  15638.279  5746.890  1.000
1|id[2, 2010]         -0.711  0.653  -1.996    0.452      0.005    0.009  15096.355  5168.186  1.000
1|id[2, 2011]          0.452  0.605  -0.671    1.594      0.005    0.007  18071.772  5900.102  1.001
1|id[2, 2012]          1.239  0.592   0.095    2.319      0.005    0.008  13395.988  5645.941  1.000
1|id[2, 2015]         -0.231  0.642  -1.402    1.010      0.005    0.008  13955.888  5742.497  1.001
1|id[2, 2020]          0.299  0.724  -1.069    1.637      0.006    0.009  16782.452  6121.469  1.000
1|id[2, 2023]          0.072  0.725  -1.331    1.403      0.006    0.010  16543.533  5623.850  1.001
1|id[2, 2026]         -0.620  0.672  -1.830    0.709      0.006    0.008  13770.050  5954.251  1.000
1|id[2, 2028]         -0.285  0.637  -1.481    0.908      0.005    0.008  14609.275  5967.628  1.001
1|id[2, 2029]         -0.033  0.652  -1.272    1.166      0.005    0.009  17955.133  5339.769  1.002
1|id[2, 2042]          0.600  0.628  -0.550    1.782      0.005    0.008  13677.290  5081.222  1.001
1|id[2, 2043]          0.154  0.621  -1.005    1.319      0.005    0.008  15122.552  5707.423  1.001
1|id[2, 2044]          0.158  0.622  -0.988    1.347      0.005    0.008  15006.609  5599.031  1.001
1|id[2, 2046]          0.398  0.645  -0.787    1.626      0.005    0.009  14878.179  5366.641  1.002
1|id[2, 2049]         -0.031  0.658  -1.288    1.186      0.005    0.008  17786.698  6057.816  1.000
1|id[2, 2054]         -0.544  0.657  -1.787    0.692      0.005    0.009  16361.558  5566.906  1.001
1|id[2, 2056]          0.405  0.646  -0.762    1.679      0.005    0.008  15278.058  5759.638  1.000
1|id[2, 2057]          0.549  0.546  -0.484    1.579      0.004    0.007  16362.426  5977.803  1.000
1|id[2, 2060]          0.853  0.573  -0.191    1.945      0.004    0.007  17234.565  5878.148  1.000
1|id[2, 2063]          0.547  0.621  -0.625    1.711      0.005    0.008  14940.479  5520.049  1.000
1|id[2, 2064]         -0.246  0.626  -1.409    0.924      0.005    0.008  15423.586  5873.510  1.003
1|id[2, 2065]         -0.312  0.631  -1.509    0.877      0.005    0.008  16109.807  5959.247  1.001
1|id[2, 2066]         -0.413  0.700  -1.714    0.898      0.006    0.009  13502.992  5996.599  1.000
1|id[2, 2067]          0.520  0.659  -0.712    1.761      0.006    0.008  13921.710  6094.677  1.002
1|id[2, 2070]          0.024  0.689  -1.278    1.325      0.006    0.009  15587.692  5624.819  1.000
1|id[2, 2079]          1.036  0.571  -0.049    2.115      0.005    0.007  15351.235  5642.837  1.001
1|id[2, 2080]         -0.291  0.695  -1.589    0.998      0.005    0.009  17844.848  5851.026  1.000
1|id[2, 2097]          0.060  0.688  -1.280    1.305      0.006    0.008  13669.293  6149.285  1.001
1|id[2, 2102]         -0.356  0.607  -1.470    0.802      0.005    0.008  14919.309  5671.595  1.001
1|id[2, 2103]          0.734  0.597  -0.390    1.861      0.005    0.007  14453.372  6253.728  1.001
1|id[2, 2105]         -0.290  0.637  -1.480    0.927      0.005    0.008  16742.813  5519.100  1.001
1|id[2, 2117]         -0.030  0.683  -1.325    1.212      0.005    0.010  15811.438  4766.086  1.001
1|id[2, 2124]         -0.111  0.638  -1.337    1.064      0.005    0.008  17396.906  5448.519  1.001
1|id[2, 2125]         -0.115  0.644  -1.329    1.080      0.005    0.009  19986.418  5408.882  1.001
1|id[2, 2126]          0.970  0.606  -0.174    2.104      0.005    0.008  17348.400  5550.949  1.001
1|id[2, 2129]         -0.250  0.633  -1.479    0.911      0.005    0.008  16215.344  5340.112  1.000
1|id[2, 2131]         -0.134  0.655  -1.311    1.147      0.005    0.008  18097.785  6407.290  1.001
1|id[2, 2137]         -0.172  0.646  -1.389    1.045      0.005    0.008  14856.690  5918.684  1.001
1|id[2, 2138]         -0.148  0.652  -1.396    1.053      0.005    0.009  18213.491  5811.607  1.001
1|id[2, 2139]         -0.253  0.611  -1.426    0.891      0.005    0.008  12667.302  5175.682  1.001
1|id[2, 2144]          0.134  0.689  -1.131    1.459      0.006    0.009  14073.766  5026.900  1.000
1|id[2, 2146]          0.236  0.633  -0.933    1.434      0.005    0.008  15576.297  5709.714  1.001
1|id[2, 2148]         -0.057  0.603  -1.223    1.055      0.005    0.008  16377.959  5844.763  1.000
1|id[2, 2149]         -0.023  0.661  -1.270    1.240      0.005    0.009  16116.649  5722.369  1.002
1|id[2, 2151]          0.065  0.604  -1.071    1.219      0.005    0.008  15278.492  5827.361  1.001
1|id[2, 2152]          0.186  0.623  -0.980    1.318      0.005    0.008  17660.491  5764.890  1.001
1|id[2, 2153]         -0.287  0.647  -1.484    0.951      0.005    0.008  16539.928  5714.793  1.001
1|id[2, 2154]          0.145  0.678  -1.110    1.421      0.005    0.009  18284.634  5914.367  1.001
1|id[2, 2155]         -0.027  0.663  -1.374    1.136      0.006    0.008  14501.981  5837.293  1.001
1|id[2, 2157]         -0.124  0.779  -1.595    1.350      0.006    0.011  18197.228  5131.267  1.001
1|id[2, 2158]         -0.392  0.699  -1.651    0.970      0.006    0.009  15559.090  6004.533  1.000
1|id[2, 2159]         -0.529  0.674  -1.817    0.738      0.006    0.009  13397.351  5161.990  1.000
1|id[2, 2160]         -0.532  0.682  -1.780    0.754      0.005    0.009  16382.682  5339.368  1.001
1|id[2, 2162]         -0.221  0.741  -1.554    1.167      0.006    0.010  17331.238  5697.977  1.000
1|id[2, 2167]          0.190  0.597  -0.925    1.305      0.004    0.007  17845.552  5944.342  1.002
1|id[2, 2168]         -0.212  0.632  -1.443    0.944      0.005    0.008  17453.234  6269.057  1.002
1|id[2, 2171]         -0.390  0.696  -1.726    0.839      0.005    0.009  17787.268  5470.310  1.001
1|id[2, 2176]         -0.318  0.634  -1.577    0.805      0.005    0.008  15326.386  6104.523  1.000
1|id[2, 2178]          0.157  0.618  -0.966    1.361      0.005    0.008  14831.293  6160.169  1.000
1|id[2, 2179]          0.681  0.612  -0.471    1.826      0.005    0.007  16115.295  6137.789  1.000
1|id[2, 2181]          0.421  0.603  -0.724    1.529      0.005    0.007  14425.763  6063.560  1.000
1|id[2, 2183]          0.954  0.623  -0.179    2.151      0.006    0.008  11715.663  5135.202  1.001
1|id[2, 2188]          0.510  0.599  -0.629    1.626      0.005    0.008  14448.851  5173.085  1.000
1|id[2, 2189]         -0.503  0.693  -1.863    0.764      0.005    0.009  17486.230  5495.769  1.000
1|id[2, 2191]         -0.619  0.659  -1.839    0.616      0.005    0.009  14746.395  5144.288  1.000
1|id[2, 2193]         -0.368  0.622  -1.522    0.793      0.005    0.008  16708.732  6487.396  1.002
1|id[2, 2197]         -0.656  0.649  -1.914    0.502      0.005    0.008  14908.936  5989.557  1.001
1|id[2, 2201]         -0.275  0.624  -1.456    0.900      0.005    0.008  17153.394  5834.765  1.000
1|id[2, 2202]          0.514  0.600  -0.636    1.614      0.005    0.008  14821.947  6080.140  1.000
1|id[2, 2203]          0.203  0.697  -1.154    1.490      0.006    0.010  15695.584  4726.884  1.001
1|id[2, 2204]          0.527  0.567  -0.522    1.592      0.004    0.008  16255.310  5569.828  1.000
1|id[2, 2205]          0.793  0.609  -0.298    1.978      0.005    0.008  15116.085  5845.587  1.000
1|id[2, 2216]          0.712  0.600  -0.396    1.878      0.005    0.009  15767.533  5743.091  1.001
1|id[2, 2217]         -0.739  0.636  -2.023    0.387      0.005    0.008  16811.306  5949.881  1.000
1|id[2, 2218]          0.013  0.677  -1.268    1.255      0.005    0.008  17354.567  6188.594  1.000
1|id[2, 2220]         -0.011  0.611  -1.152    1.141      0.005    0.008  17346.448  5741.824  1.001
1|id[2, 2222]         -0.416  0.684  -1.650    0.895      0.005    0.009  15797.814  5793.370  1.001
1|id[2, 2225]         -0.430  0.626  -1.584    0.763      0.005    0.008  16355.290  6093.866  1.001
1|id[2, 2226]         -0.247  0.756  -1.653    1.183      0.006    0.011  17573.704  5176.864  1.001
1|id[2, 2228]         -0.449  0.698  -1.773    0.823      0.006    0.009  15331.795  5554.959  1.001
1|id[2, 2231]          0.680  0.588  -0.426    1.786      0.005    0.008  15160.386  6218.112  1.001
1|id[2, 2232]          0.821  0.595  -0.248    1.969      0.005    0.007  14753.974  6000.699  1.000
1|id[2, 2233]         -0.074  0.591  -1.231    1.006      0.005    0.008  16507.249  6083.479  1.000
1|id[2, 2234]          0.091  0.678  -1.244    1.331      0.005    0.009  16105.715  5570.109  1.001
1|id[2, 2236]         -0.265  0.611  -1.378    0.908      0.005    0.008  17373.872  5880.182  1.000
1|id[2, 2237]          0.412  0.563  -0.640    1.457      0.005    0.007  15416.291  6175.584  1.001
1|id[2, 2238]         -0.565  0.660  -1.781    0.692      0.005    0.009  16453.781  5992.523  1.000
1|id[2, 2239]          0.460  0.623  -0.621    1.700      0.005    0.008  15771.904  5961.146  1.000
1|id[2, 2243]          0.590  0.612  -0.525    1.783      0.005    0.007  18131.749  5778.158  1.001
1|id[2, 2244]          0.683  0.589  -0.419    1.804      0.005    0.007  13918.012  6084.591  1.001
1|id[2, 2253]         -0.538  0.665  -1.815    0.652      0.005    0.008  15579.212  5732.957  1.000
1|id[2, 2254]         -0.101  0.676  -1.316    1.219      0.005    0.008  15939.889  6004.666  1.001
1|id[2, 2263]         -0.146  0.754  -1.631    1.221      0.006    0.010  17143.034  5459.377  1.003
1|id[2, 2266]         -0.057  0.661  -1.259    1.222      0.005    0.008  15398.500  6222.867  1.000
1|id[2, 2268]          0.256  0.620  -0.894    1.441      0.005    0.008  16048.069  6359.946  1.002
1|id[2, 2270]         -0.215  0.645  -1.444    0.955      0.005    0.008  17810.870  5699.870  1.000
1|id[2, 2271]          0.113  0.571  -0.991    1.152      0.005    0.008  15958.736  5501.432  1.001
1|id[2, 2273]          0.390  0.600  -0.765    1.486      0.005    0.007  16049.910  5938.125  1.001
1|id[2, 2295]         -0.731  0.644  -1.953    0.465      0.005    0.009  15011.635  5769.997  1.000
1|id[2, 2296]          0.017  0.609  -1.101    1.170      0.005    0.008  15720.454  5882.803  1.000
1|id[2, 2297]          0.149  0.581  -0.980    1.205      0.005    0.007  15032.077  5854.883  1.001
1|id[2, 2298]          0.234  0.714  -1.109    1.590      0.005    0.010  17195.432  5159.438  1.000
1|id[2, 2304]          0.613  0.588  -0.508    1.749      0.005    0.008  14450.316  5916.257  1.001
1|id[2, 2305]         -0.698  0.652  -1.901    0.541      0.005    0.009  17765.463  5209.325  1.000
1|id[2, 2306]          0.646  0.596  -0.463    1.753      0.005    0.007  15864.254  6676.210  1.001
1|id[2, 2307]         -0.506  0.704  -1.773    0.889      0.006    0.009  16058.851  5888.039  1.000
1|id[2, 2310]         -0.541  0.670  -1.825    0.653      0.005    0.009  16534.661  5781.054  1.000
1|id[2, 2311]         -0.270  0.631  -1.445    0.910      0.005    0.008  15092.233  5819.538  1.000
1|id[2, 2312]         -0.383  0.697  -1.765    0.853      0.005    0.010  16469.669  4733.915  1.002
1|id[2, 2314]          0.099  0.710  -1.233    1.466      0.006    0.010  16380.838  5805.735  1.000
1|id[2, 2315]         -0.220  0.744  -1.615    1.161      0.006    0.009  16613.380  5701.338  1.001
1|id[2, 2324]          0.299  0.626  -0.879    1.448      0.004    0.008  19966.319  5775.721  1.000
1|id[2, 2327]         -0.737  0.636  -1.864    0.498      0.005    0.008  15634.267  5654.720  1.000
1|id[2, 2329]          0.370  0.650  -0.852    1.617      0.005    0.009  19375.476  5572.840  1.000
1|id[2, 2331]         -0.512  0.684  -1.838    0.754      0.005    0.010  15931.640  5190.555  1.000
1|id[2, 2333]          0.061  0.599  -1.073    1.173      0.005    0.007  16405.881  6419.353  1.001
1|id[2, 2335]         -0.429  0.698  -1.680    0.953      0.006    0.010  15298.317  5752.751  1.001
1|id[2, 2338]          0.294  0.624  -0.914    1.427      0.005    0.008  14982.021  5798.040  1.001
1|id[2, 2343]          0.810  0.583  -0.243    1.937      0.005    0.008  13625.184  5841.800  1.001
1|id[2, 2344]          0.283  0.642  -0.874    1.542      0.005    0.008  16305.578  6079.915  1.000
1|id[2, 2351]         -0.605  0.675  -1.854    0.679      0.005    0.009  16012.147  5101.104  1.001
1|id[2, 2361]          0.224  0.624  -0.977    1.391      0.005    0.008  15125.147  5177.860  1.002
1|id[2, 2363]         -0.545  0.680  -1.852    0.720      0.005    0.009  18808.876  6028.741  1.001
1|id[2, 2365]         -0.119  0.640  -1.407    1.011      0.005    0.009  15128.083  5640.124  1.000
1|id[2, 2370]         -0.098  0.634  -1.247    1.171      0.005    0.008  14831.494  5631.041  1.002
1|id[2, 2374]         -0.160  0.657  -1.408    1.034      0.005    0.007  15534.580  6227.906  1.001
1|id[2, 2376]         -0.713  0.652  -2.004    0.451      0.005    0.010  16419.769  5275.496  1.002
1|id[2, 2385]         -0.512  0.680  -1.760    0.799      0.005    0.009  16331.631  5721.825  1.000
1|id[2, 2389]         -0.356  0.617  -1.516    0.786      0.005    0.008  15989.903  6026.483  1.001
1|id[2, 2390]          0.814  0.597  -0.257    1.971      0.005    0.008  14222.060  5898.926  1.001
1|id[2, 2397]          0.217  0.617  -0.938    1.384      0.005    0.008  16842.278  6242.840  1.000
1|id[2, 2399]          0.352  0.642  -0.847    1.576      0.005    0.008  15825.473  5421.941  1.001
1|id[2, 2400]          0.511  0.604  -0.633    1.649      0.005    0.007  16333.160  6872.329  1.000
1|id[2, 2401]          0.499  0.614  -0.669    1.651      0.005    0.008  13568.215  5756.605  1.001
1|id[2, 2405]          0.990  0.594  -0.085    2.127      0.005    0.007  13366.848  5566.288  1.000
1|id[2, 2406]          0.390  0.753  -1.030    1.801      0.006    0.010  16770.288  5586.917  1.000
1|id[2, 2407]          0.463  0.685  -0.934    1.648      0.006    0.011  15256.222  5052.634  1.001
1|id[2, 2408]         -0.238  0.747  -1.693    1.110      0.006    0.009  16530.479  5770.450  1.000
1|id[2, 2410]          0.028  0.610  -1.158    1.124      0.005    0.008  15355.144  5883.906  1.000
1|id[2, 2419]         -0.431  0.699  -1.787    0.864      0.005    0.010  17244.606  5661.396  1.001
1|id[2, 2420]         -0.181  0.635  -1.407    1.005      0.005    0.008  16311.900  5531.164  1.000
1|id[2, 2421]          0.028  0.611  -1.197    1.102      0.005    0.008  13952.986  5759.967  1.000
1|id[2, 2423]         -0.012  0.657  -1.264    1.191      0.005    0.008  15797.447  5552.555  1.001
1|id[2, 2424]         -0.046  0.593  -1.132    1.062      0.005    0.008  14482.981  6219.685  1.001
1|id[2, 2427]         -0.131  0.769  -1.597    1.249      0.006    0.010  16935.048  5488.080  1.001
1|id[2, 2428]         -0.357  0.609  -1.507    0.796      0.005    0.008  17065.390  4955.551  1.000
1|id[2, 2429]         -0.358  0.625  -1.528    0.789      0.005    0.007  15652.999  5981.789  1.000
1|id[2, 2430]          0.032  0.618  -1.178    1.145      0.005    0.008  16006.552  5510.970  1.000
1|id[2, 2431]          0.607  0.608  -0.494    1.786      0.005    0.008  14112.393  6029.169  1.000
1|id[2, 2437]         -0.207  0.651  -1.408    1.019      0.005    0.008  15542.365  5625.583  1.000
1|id[2, 2439]          0.163  0.621  -0.998    1.323      0.005    0.008  15447.670  5623.489  1.001
1|id[2, 2441]         -0.554  0.660  -1.777    0.714      0.005    0.008  16404.259  5567.249  1.000
1|id[2, 2442]         -0.098  0.635  -1.288    1.092      0.005    0.009  15358.601  5325.640  1.000
1|id[2, 2444]          0.658  0.611  -0.534    1.771      0.005    0.008  15683.420  5751.520  1.000
1|id[2, 2448]          0.254  0.579  -0.870    1.308      0.005    0.008  16365.114  5529.111  1.000
1|id[2, 2450]         -0.039  0.670  -1.306    1.187      0.006    0.008  14363.855  5767.247  1.001
1|id[2, 2451]         -0.116  0.650  -1.392    1.054      0.005    0.008  15369.965  5749.274  1.001
1|id[2, 2453]         -0.240  0.737  -1.709    1.096      0.006    0.010  17656.556  5475.977  1.001
1|id[2, 2455]         -0.757  0.655  -1.994    0.479      0.005    0.009  18067.426  5341.414  1.001
1|id[2, 2456]         -0.752  0.641  -1.968    0.455      0.005    0.009  16720.243  5169.512  1.001
1|id[2, 2457]         -0.252  0.644  -1.456    0.957      0.005    0.008  15579.507  5505.705  1.000
1|id[2, 2458]          0.480  0.605  -0.632    1.666      0.005    0.007  17103.500  6225.260  1.001
1|id[2, 2459]          0.482  0.582  -0.618    1.559      0.005    0.008  16255.349  5375.153  1.000
1|id[2, 2460]         -0.173  0.674  -1.461    1.087      0.006    0.009  12188.962  5312.398  1.001
1|id[2, 2461]          0.004  0.602  -1.158    1.104      0.005    0.008  17673.993  6258.013  1.002
1|id[2, 2462]         -0.301  0.719  -1.681    1.004      0.006    0.009  16860.103  5710.213  1.001
1|id[2, 2464]          0.456  0.659  -0.710    1.728      0.005    0.011  16779.583  5961.353  1.000
1|id[2, 2465]          0.230  0.743  -1.251    1.543      0.006    0.011  15676.057  5024.737  1.001
1|id[2, 2473]         -0.330  0.703  -1.554    1.099      0.006    0.009  15200.402  5998.380  1.000
1|id[2, 2486]         -0.122  0.757  -1.519    1.292      0.006    0.010  13801.149  5221.377  1.000
1|id[2, 2496]          0.982  0.608  -0.098    2.176      0.005    0.008  16059.879  5342.058  1.002
1|id[2, 2497]          0.926  0.599  -0.211    2.052      0.005    0.008  15310.473  5964.086  1.000
1|id[2, 2498]         -0.039  0.619  -1.210    1.134      0.005    0.008  17392.678  5155.521  1.001
1|id[2, 2499]          0.442  0.565  -0.640    1.503      0.004    0.008  15999.973  5761.013  1.000
